ˇregion,repDate,intRepDate,startTime,endTime,newTransectCode,ButtID,hSpeciesName,eSpeciesName,sectionNum,butterflyNum,repId,userID,temperature,Lat,Lon,OldButtName,year,month,reason why was not loaded
NORTH,20/11/2012,20/11/2012,10:15:00,10:40:00,TRANS344,12,‹∑—∞‡¥Ÿﬂ ‘∑Êº∞‡’πﬂ,Pieris rapae,9extra,1,1093,SYS6,23,32.73441667,35.17013333,NULL,2012,11,
NORTH,20/11/2012,20/11/2012,10:15:00,10:40:00,TRANS344,7,Ê¥—∞‚’πﬂ È¡∏Á’º„,Archon apollinus,1extra,1,1093,SYS6,23,32.73441667,35.17013333,Ê—‚’‡Ÿ ÈÁ’„,2012,11,
NORTH,20/11/2012,20/11/2012,10:15:00,10:40:00,TRANS344,15,”º∞Ë’πﬁ¥Ÿ ‘∑Êº∏‹∏„,Colotis fausta,9extra,2,1093,SYS6,23,32.73441667,35.17013333,‹—‡Ÿﬂ Ê‹„,2012,11,
NORTH,16/12/2012,16/12/2012,11:00:00,11:30:00,TRANS301,7,Ê¥—∞‚’πﬂ È¡∏Á’º„,Archon apollinus,2extra,1,1094,SYS5,18,32.551467,34.943514,Ê—‚’‡Ÿ ÈÁ’„,2012,12,
NORTH,16/12/2012,16/12/2012,11:00:00,11:30:00,TRANS301,22,Ÿ∞ËπÁ-€º∏‡∏„ ﬁ∞‰ª·∞‰º∏·,Euchloe belemia,2extra,4,1094,SYS5,18,32.551467,34.943514,‹—‡Ÿﬂ ŸË’Á-‰·Ÿ›,2012,12,
NORTH,16/12/2012,16/12/2012,11:00:00,11:30:00,TRANS301,22,Ÿ∞ËπÁ-€º∏‡∏„ ﬁ∞‰ª·∞‰º∏·,Euchloe belemia,4extra,1,1094,SYS5,18,32.551467,34.943514,‹—‡Ÿﬂ ŸË’Á-‰·Ÿ›,2012,12,
NORTH,16/12/2012,16/12/2012,11:00:00,11:30:00,TRANS301,44,‡¥Ÿﬁ∞‰¥ŸÍ ‘∑◊ªË∞È¡∏„,Vanessa cardui,4extra,1,1094,SYS5,18,32.551467,34.943514,NULL,2012,12,
NORTH,16/12/2012,16/12/2012,11:00:00,11:30:00,TRANS301,28,Ê∑‘≤—’π‡¥Ÿ ‘∑Íº¥‹∞Íº∏ﬂ,Colias croceus,4extra,1,1094,SYS5,18,32.551467,34.943514,‹—‡Ÿﬂ Í‹Íﬂ,2012,12,
NORTH,16/12/2012,16/12/2012,11:00:00,11:30:00,TRANS301,12,‹∑—∞‡¥Ÿﬂ ‘∑Êº∞‡’πﬂ,Pieris rapae,4extra,1,1094,SYS5,18,32.551467,34.943514,NULL,2012,12,
NORTH,16/12/2012,16/12/2012,11:00:00,12:30:00,TRANS303,7,Ê¥—∞‚’πﬂ È¡∏Á’º„,Archon apollinus,4extra,1,1096,SYS5,18,32.546637,34.940316,Ê—‚’‡Ÿ ÈÁ’„,2012,12,
NORTH,16/12/2012,16/12/2012,11:00:00,12:30:00,TRANS303,44,‡¥Ÿﬁ∞‰¥ŸÍ ‘∑◊ªË∞È¡∏„,Vanessa cardui,4extra,1,1096,SYS5,18,32.546637,34.940316,NULL,2012,12,
NORTH,16/12/2012,16/12/2012,11:00:00,12:30:00,TRANS303,28,Ê∑‘≤—’π‡¥Ÿ ‘∑Íº¥‹∞Íº∏ﬂ,Colias croceus,3extra,1,1096,SYS5,18,32.546637,34.940316,‹—‡Ÿﬂ Í‹Íﬂ,2012,12,
NORTH,23/12/2012,23/12/2012,12:40:00,13:10:00,TRANS344,44,‡¥Ÿﬁ∞‰¥ŸÍ ‘∑◊ªË∞È¡∏„,Vanessa cardui,1extra,1,1097,SYS6,20,32.73441667,35.17013333,NULL,2012,12,
NORTH,23/12/2012,23/12/2012,12:40:00,13:10:00,TRANS344,12,‹∑—∞‡¥Ÿﬂ ‘∑Êº∞‡’πﬂ,Pieris rapae,1extra,1,1097,SYS6,20,32.73441667,35.17013333,NULL,2012,12,
NORTH,28/12/2012,28/12/2012,12:35:00,13:10:00,TRANS352,12,‹∑—∞‡¥Ÿﬂ ‘∑Êº∞‡’πﬂ,Pieris rapae,1extra,1,1100,SYS2,22,32.70603333,34.98356667,NULL,2012,12,
NORTH,10/02/2013,10/02/2013,11:30:00,13:00:00,TRANS301,24,€º∞Íπ›-€º∏‡∏„ ‘∑ﬁº∞Ê¥‹∞Í∑ºŸ¥›,Anthocharis cardamines,3extra,2,1123,SYS5,18,32.551467,34.943514,NULL,2013,2,
NORTH,10/02/2013,10/02/2013,11:30:00,13:00:00,TRANS301,12,‹∑—∞‡¥Ÿﬂ ‘∑Êº∞‡’πﬂ,Pieris rapae,3extra,1,1123,SYS5,18,32.551467,34.943514,NULL,2013,2,
NORTH,10/02/2013,10/02/2013,11:30:00,13:00:00,TRANS301,12,‹∑—∞‡¥Ÿﬂ ‘∑Êº∞‡’πﬂ,Pieris rapae,6extra,1,1123,SYS5,18,32.551467,34.943514,NULL,2013,2,
NORTH,10/02/2013,10/02/2013,11:30:00,13:00:00,TRANS301,29,‹¥Ÿﬁ’π‡¥Ÿ ‘∏–∂È¡∞◊∏Ë,Gonepteryx cleopatra,3extra,1,1123,SYS5,18,32.551467,34.943514,‹Ÿﬁ’‡ŸÍ –È◊Ë,2013,2,
NORTH,10/02/2013,10/02/2013,11:30:00,13:00:00,TRANS301,10,‹∑—∞‡¥Ÿﬂ ‘∑€º∞Ë’º—,Pieris brassicae,3extra,2,1123,SYS5,18,32.551467,34.943514,NULL,2013,2,
NORTH,10/02/2013,10/02/2013,11:30:00,13:00:00,TRANS301,22,Ÿ∞ËπÁ-€º∏‡∏„ ﬁ∞‰ª·∞‰º∏·,Euchloe belemia,3extra,3,1123,SYS5,18,32.551467,34.943514,‹—‡Ÿﬂ ŸË’Á-‰·Ÿ›,2013,2,
NORTH,10/02/2013,10/02/2013,11:30:00,13:00:00,TRANS301,44,‡¥Ÿﬁ∞‰¥ŸÍ ‘∑◊ªË∞È¡∏„,Vanessa cardui,3extra,1,1123,SYS5,18,32.551467,34.943514,NULL,2013,2,
NORTH,10/02/2013,10/02/2013,11:30:00,13:00:00,TRANS301,44,‡¥Ÿﬁ∞‰¥ŸÍ ‘∑◊ªË∞È¡∏„,Vanessa cardui,6extra,1,1123,SYS5,18,32.551467,34.943514,NULL,2013,2,
NORTH,10/02/2013,10/02/2013,11:30:00,13:00:00,TRANS301,1,÷∞‡∑—-·∞‡’º‡¥ŸÍ ‡∏–∂‘,Papilio machaon,6extra,1,1123,SYS5,18,32.551467,34.943514,NULL,2013,2,
NORTH,10/02/2013,10/02/2013,11:30:00,13:00:00,TRANS302,10,‹∑—∞‡¥Ÿﬂ ‘∑€º∞Ë’º—,Pieris brassicae,4extra,2,1124,SYS5,18,32.545599,34.939289,NULL,2013,2,
NORTH,10/02/2013,10/02/2013,11:30:00,13:00:00,TRANS302,10,‹∑—∞‡¥Ÿﬂ ‘∑€º∞Ë’º—,Pieris brassicae,5extra,2,1124,SYS5,18,32.545599,34.939289,NULL,2013,2,
NORTH,10/02/2013,10/02/2013,11:30:00,13:00:00,TRANS302,24,€º∞Íπ›-€º∏‡∏„ ‘∑ﬁº∞Ê¥‹∞Í∑ºŸ¥›,Anthocharis cardamines,5extra,1,1124,SYS5,18,32.545599,34.939289,NULL,2013,2,
NORTH,10/02/2013,10/02/2013,11:30:00,13:00:00,TRANS302,7,Ê¥—∞‚’πﬂ È¡∏Á’º„,Archon apollinus,4extra,2,1124,SYS5,18,32.545599,34.939289,Ê—‚’‡Ÿ ÈÁ’„,2013,2,
NORTH,10/02/2013,10/02/2013,11:30:00,13:00:00,TRANS303,10,‹∑—∞‡¥Ÿﬂ ‘∑€º∞Ë’º—,Pieris brassicae,2extra,1,1125,SYS5,18,32.546637,34.940316,NULL,2013,2,
NORTH,10/02/2013,10/02/2013,11:30:00,13:00:00,TRANS303,10,‹∑—∞‡¥Ÿﬂ ‘∑€º∞Ë’º—,Pieris brassicae,6extra,1,1125,SYS5,18,32.546637,34.940316,NULL,2013,2,
NORTH,10/02/2013,10/02/2013,11:30:00,13:00:00,TRANS346,29,‹¥Ÿﬁ’π‡¥Ÿ ‘∏–∂È¡∞◊∏Ë,Gonepteryx cleopatra,3extra,1,1126,SYS5,18,32.552866,34.944528,‹Ÿﬁ’‡ŸÍ –È◊Ë,2013,2,
NORTH,17/01/2013,17/01/2013,11:00:00,12:30:00,TRANS301,12,‹∑—∞‡¥Ÿﬂ ‘∑Êº∞‡’πﬂ,Pieris rapae,6extra,1,1127,SYS5,19,32.551467,34.943514,NULL,2013,1,
NORTH,17/01/2013,17/01/2013,11:00:00,12:30:00,TRANS301,22,Ÿ∞ËπÁ-€º∏‡∏„ ﬁ∞‰ª·∞‰º∏·,Euchloe belemia,4extra,3,1127,SYS5,19,32.551467,34.943514,‹—‡Ÿﬂ ŸË’Á-‰·Ÿ›,2013,1,
NORTH,17/01/2013,17/01/2013,11:00:00,12:30:00,TRANS301,7,Ê¥—∞‚’πﬂ È¡∏Á’º„,Archon apollinus,4extra,1,1127,SYS5,19,32.551467,34.943514,Ê—‚’‡Ÿ ÈÁ’„,2013,1,
NORTH,17/01/2013,17/01/2013,11:00:00,12:30:00,TRANS302,22,Ÿ∞ËπÁ-€º∏‡∏„ ﬁ∞‰ª·∞‰º∏·,Euchloe belemia,6extra,1,1128,SYS5,19,32.545599,34.939289,‹—‡Ÿﬂ ŸË’Á-‰·Ÿ›,2013,1,
NORTH,17/01/2013,17/01/2013,11:00:00,12:30:00,TRANS302,10,‹∑—∞‡¥Ÿﬂ ‘∑€º∞Ë’º—,Pieris brassicae,6extra,1,1128,SYS5,19,32.545599,34.939289,NULL,2013,1,
NORTH,17/01/2013,17/01/2013,11:00:00,12:30:00,TRANS303,44,‡¥Ÿﬁ∞‰¥ŸÍ ‘∑◊ªË∞È¡∏„,Vanessa cardui,1extra,1,1129,SYS5,19,32.546637,34.940316,NULL,2013,1,
NORTH,17/01/2013,17/01/2013,11:00:00,12:30:00,TRANS303,44,‡¥Ÿﬁ∞‰¥ŸÍ ‘∑◊ªË∞È¡∏„,Vanessa cardui,3extra,1,1129,SYS5,19,32.546637,34.940316,NULL,2013,1,
NORTH,17/01/2013,17/01/2013,11:00:00,11:30:00,TRANS346,44,‡¥Ÿﬁ∞‰¥ŸÍ ‘∑◊ªË∞È¡∏„,Vanessa cardui,4extra,1,1130,SYS5,19,32.552866,34.944528,NULL,2013,1,
NORTH,17/01/2013,17/01/2013,11:00:00,11:30:00,TRANS346,74,◊’ºﬁ¥ŸÍ ‘∑Ÿº∑—º∞‹¥ŸÍ,Lasiommata maera,4extra,2,1130,SYS5,19,32.552866,34.944528,·ÿŸËŸÍ Ÿ—‹ŸÍ,2013,1,
NORTH,26/02/2013,26/02/2013,11:35:00,12:00:00,TRANS009,10,‹∑—∞‡¥Ÿﬂ ‘∑€º∞Ë’º—,Pieris brassicae,1extra,1,1142,SYS1,18.9,33.029358,35.39415,NULL,2013,2,
NORTH,26/02/2013,26/02/2013,11:35:00,12:00:00,TRANS009,10,‹∑—∞‡¥Ÿﬂ ‘∑€º∞Ë’º—,Pieris brassicae,10extra,1,1142,SYS1,18.9,33.029358,35.39415,NULL,2013,2,
NORTH,26/02/2013,26/02/2013,11:35:00,12:00:00,TRANS009,12,‹∑—∞‡¥Ÿﬂ ‘∑Êº∞‡’πﬂ,Pieris rapae,1extra,1,1142,SYS1,18.9,33.029358,35.39415,NULL,2013,2,
NORTH,26/02/2013,26/02/2013,11:35:00,12:00:00,TRANS009,44,‡¥Ÿﬁ∞‰¥ŸÍ ‘∑◊ªË∞È¡∏„,Vanessa cardui,10extra,1,1142,SYS1,18.9,33.029358,35.39415,NULL,2013,2,
NORTH,26/02/2013,26/02/2013,10:45:00,12:00:00,TRANS301,29,‹¥Ÿﬁ’π‡¥Ÿ ‘∏–∂È¡∞◊∏Ë,Gonepteryx cleopatra,1extra,1,1145,SYS5,20,32.551467,34.943514,‹Ÿﬁ’‡ŸÍ –È◊Ë,2013,2,
NORTH,26/02/2013,26/02/2013,10:45:00,12:00:00,TRANS301,44,‡¥Ÿﬁ∞‰¥ŸÍ ‘∑◊ªË∞È¡∏„,Vanessa cardui,1extra,1,1145,SYS5,20,32.551467,34.943514,NULL,2013,2,
NORTH,26/02/2013,26/02/2013,10:45:00,12:00:00,TRANS301,24,€º∞Íπ›-€º∏‡∏„ ‘∑ﬁº∞Ê¥‹∞Í∑ºŸ¥›,Anthocharis cardamines,2extra,1,1145,SYS5,20,32.551467,34.943514,NULL,2013,2,
NORTH,26/02/2013,26/02/2013,10:45:00,12:00:00,TRANS301,22,Ÿ∞ËπÁ-€º∏‡∏„ ﬁ∞‰ª·∞‰º∏·,Euchloe belemia,2extra,1,1145,SYS5,20,32.551467,34.943514,‹—‡Ÿﬂ ŸË’Á-‰·Ÿ›,2013,2,
NORTH,26/02/2013,26/02/2013,10:45:00,12:00:00,TRANS301,22,Ÿ∞ËπÁ-€º∏‡∏„ ﬁ∞‰ª·∞‰º∏·,Euchloe belemia,6extra,1,1145,SYS5,20,32.551467,34.943514,‹—‡Ÿﬂ ŸË’Á-‰·Ÿ›,2013,2,
NORTH,26/02/2013,26/02/2013,10:45:00,12:00:00,TRANS301,43,‡¥Ÿﬁ∞‰¥ŸÍ ‘∑·º¥Ë∞‰º∏”,Vanessa atalanta,2extra,1,1145,SYS5,20,32.551467,34.943514,NULL,2013,2,
NORTH,26/02/2013,26/02/2013,10:45:00,12:00:00,TRANS301,1,÷∞‡∑—-·∞‡’º‡¥ŸÍ ‡∏–∂‘,Papilio machaon,3extra,1,1145,SYS5,20,32.551467,34.943514,NULL,2013,2,
NORTH,26/02/2013,26/02/2013,10:45:00,12:00:00,TRANS301,1,÷∞‡∑—-·∞‡’º‡¥ŸÍ ‡∏–∂‘,Papilio machaon,6extra,1,1145,SYS5,20,32.551467,34.943514,NULL,2013,2,
NORTH,26/02/2013,26/02/2013,10:45:00,12:00:00,TRANS301,12,‹∑—∞‡¥Ÿﬂ ‘∑Êº∞‡’πﬂ,Pieris rapae,2extra,3,1145,SYS5,20,32.551467,34.943514,NULL,2013,2,
NORTH,26/02/2013,26/02/2013,10:45:00,12:00:00,TRANS302,10,‹∑—∞‡¥Ÿﬂ ‘∑€º∞Ë’º—,Pieris brassicae,3extra,2,1146,SYS5,20,32.545599,34.939289,NULL,2013,2,
NORTH,26/02/2013,26/02/2013,10:45:00,12:00:00,TRANS302,10,‹∑—∞‡¥Ÿﬂ ‘∑€º∞Ë’º—,Pieris brassicae,4extra,3,1146,SYS5,20,32.545599,34.939289,NULL,2013,2,
NORTH,26/02/2013,26/02/2013,10:45:00,12:00:00,TRANS302,29,‹¥Ÿﬁ’π‡¥Ÿ ‘∏–∂È¡∞◊∏Ë,Gonepteryx cleopatra,2extra,1,1146,SYS5,20,32.545599,34.939289,‹Ÿﬁ’‡ŸÍ –È◊Ë,2013,2,
